rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
167,"spotify:track:7bIDSVHXsazyMqK2Peb8FK","Cici, Naledi Aphiwe","Amen","The House of Thom",8,125,9,"105184"
168,"spotify:track:3Vr3zh0r7ALn8VLqCiRR10","Myles Smith","Stargazing","RCA Records Label",8,165,54,"105012"
169,"spotify:track:7vOG6jMPWKpZt4nBtNj3zj","Babalwa M, Stixx, Nvcho","Bo Thata (feat. Stixx & Nvcho)","Babalwa M / EMPIRE",13,142,38,"104999"
170,"spotify:track:4o4wEDRqotccDTXiQ7TORu","Alicia Keys, Drake","Un-thinkable (I'm Ready) (feat. Drake) - Remix","J Records",106,155,23,"104967"
171,"spotify:track:6AI3ezQ4o3HUoP6Dhudph3","Kendrick Lamar","Not Like Us","Kendrick Lamar, under exclusive license to Interscope Records",1,149,63,"104929"
172,"spotify:track:357kKXPxLVdN86xYzX3RGo","Shandesh, Naleboy Young King, Hitler SA","Skeem Saka","Naleboy Music",74,99,32,"104740"
173,"spotify:track:6y9PN3yd3ZVfzoYXBZISxZ","Kaycherlow NLL, Cliff Kayden, Inkreys, Vicksoul","Dia Mpaba","Potential Records",77,156,13,"104307"
174,"spotify:track:1gM44tVZ9pfUe9v35Stp31","Bassie, M-Touch, Ranger, Amaza, LeeMcKrazy, Tman Xpress","Kwelanga 2.0 (feat. Tman Xpress & LeeMcKrazy)","Warner Music Africa",2,160,58,"104115"
175,"spotify:track:1zi7xx7UVEFkmKfv06H8x0","Drake, Wizkid, Kyla","One Dance","Cash Money Records/Young Money Ent./Universal Rec.",78,193,196,"103765"
176,"spotify:track:3H8XWGDteOl8nmUqeYrHw5","Usimamane, Sjava","Uvalo","gamma. Africa",1,166,44,"103760"
177,"spotify:track:1lOtpeO2I2cjvN2CvbnpGW","Mduduzi Ncube, Fanatic SA, Stallin Matsitsa, Caeser, Ayanda Art","Dear Ex Yami","Nkabi Records",32,140,37,"102954"
178,"spotify:track:1WNbXkIVNxBM8wEeZnHcun","Vigro Deep, Zee Nxumalo, Ch'cco","Bhampa","Universal Music (Pty) Ltd.",87,-1,2,"102591"
179,"spotify:track:70VtSPbK7NyX2dUpKQbUxN","Mlindo The Vocalist, Sjava","Egoli (feat. Sjava)","Sound African Recordings",54,179,38,"101389"
180,"spotify:track:2dVhrkNkcQQi4D3oLfxNkw","Swayvee, Young Stunna","US","Warner Music Africa",97,170,4,"100296"
181,"spotify:track:4gOXXoIOkur9FZsRpReV9x","Tevin Campbell","Dandelion","Warner Records/Qwest",108,-1,24,"100220"
182,"spotify:track:12rSYBopIyClTKRaWfX1ga","Sam Deep, Stixx, Nvcho, Babalwa M","Gobhoza","Universal Music (Pty) Ltd. Distribution Deals",57,115,5,"100081"
183,"spotify:track:5pRsWnuWkwfnCsaSlxYrsj","Nontokozo Mkhize","Moyongcwele","Sginci Media / EMPIRE",43,133,31,"100034"
184,"spotify:track:4OzS0O0i88cGeu8YklCHrT","Fridayy","When It Comes To You","FRIDAYY PS/ Def Jam",70,187,73,"99592"
185,"spotify:track:7EGhmltmWJHCHobd3g8Hnw","Jordin Sparks, Chris Brown","No Air (feat. Chris Brown)","19 Recordings",139,173,11,"99452"
186,"spotify:track:7DfFc7a6Rwfi3YQMRbDMau","Frank Ocean","Thinkin Bout You","Red Zone Entertainment / IDJ",70,176,84,"99098"
187,"spotify:track:13Q6fqU5O7I7sNc1DmDbfA","Airic, Mjolisi","Soft Spot","Ujuu Records",103,-1,6,"98908"
188,"spotify:track:4SNuYEPry1aKf6mjRPz3J6","Shakes & Les, 031CHOPPA, Zee Nxumalo, Springle","Malunde (feat. Springle)","Ziiki Media",19,137,17,"98292"
189,"spotify:track:3pXF1nA74528Edde4of9CC","Bryson Tiller","Don't","TrapSoul/RCA Records",43,192,185,"98171"
190,"spotify:track:34eKUydsaj9GeMTT1ybutO","Kabza De Small, Vigro Deep, DJ Maphorisa, Scotts Maphuma, Young Stunna","Wishi Wishi (feat. Scotts Maphuma & Young Stunna)","Piano Hub",1,177,39,"98080"
191,"spotify:track:6n3HGiq4v35D6eFOSwqYuo","Drake","Teenage Fever","Cash Money Records/Young Money Ent./Universal Rec.",70,-1,101,"97716"
192,"spotify:track:5yyYL1FpimADTIftYQU0cg","Dlala Thukzin, Zaba, Sykes","iPlan","Dlala Records (PTY) Ltd",1,194,94,"97166"
193,"spotify:track:72PVbRKkUimweUPV0nKAPs","Justin Bieber","ALL I CAN TAKE","ILH Production Co. LLC / Def Jam Recordings",193,-1,1,"97126"
194,"spotify:track:5fZJQrFKWQLb7FpJXZ1g7K","Shaboozey","A Bar Song (Tipsy)","American Dogwood / EMPIRE",7,200,66,"96801"
195,"spotify:track:4KN8J3xw1XCQQkOhP86q2v","SmeezyOn The Beat, Zoli White Smoke, Bayor97, Shebeshxt, Buddy Sax, Naqua SA","Ambulance","2179018 Records DK",58,167,41,"96774"
196,"spotify:track:4dnjLEblR5XKUMJ5ELQceh","Tyla","BLISS","Epic",69,-1,2,"96762"
197,"spotify:track:31kxPC3ZB9AYwCLyHaqEVX","Tems","Me & U","RCA Records/Since 93'",22,-1,44,"96072"
198,"spotify:track:7vmzUiBkTNEiHoGnRIZ09f","Kelvin Momo, Tycoon, Sir Trill, Murumba Pitch","Modimo (feat. Sir Trill & Murumba Pitch)","Kelvin Momo Productions",19,152,7,"95934"
199,"spotify:track:62KQubjM0rmQ7L3VvybxrL","Kelvin Momo, Da Muziqal Chef, Thatohatsi, Tracy","Vulani (feat. Thatohatsi & Tracy)","Kelvin Momo Productions",27,188,30,"95490"
200,"spotify:track:7g2S8dvcdpeRUs38L6dbZs","GIVĒON","NUMB","Epic/Not So Fast",200,-1,1,"95458"
