rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
189,"spotify:track:51mLQ3w7yR7vjdSTFLWaY5","Wizkid, Burna Boy","Ginger (feat. Burna Boy)","Starboy/RCA Records",64,-1,57,"175663"
190,"spotify:track:5zNWfIlGEVQ72uzVOGgAiZ","Black Sherif","Oil in my Head","Blacko Management / EMPIRE",70,188,72,"175483"
191,"spotify:track:6BWgLorAwF17ofyu8361HM","Shallipopi, ODUMODUBLVCK","Cast","Dvpper Digital",1,-1,88,"175266"
192,"spotify:track:6GkFuU6FVfx866bhM1T1Iz","Qing Madi, BNXN","Ole (feat. BNXN)","Bu Vision",9,148,91,"175147"
193,"spotify:track:5F4OfeowSReF93KcH2eUcG","Young Jonn","Xtra Cool","Chocolate City Music",1,-1,118,"174626"
194,"spotify:track:5Ub2eXiU36Sn5yfCAPca5I","Joshua Baraka","Wrong Places","MOVES Recordings",194,-1,1,"173879"
195,"spotify:track:0CbmiJiGy6sN4RJ75mJthR","Shallipopi","Free Service","Dvpper Digital",13,145,40,"173850"
196,"spotify:track:2eAvDnpXP5W0cVtiI0PUxV","Ruth B.","Dandelions","Columbia",128,197,133,"173698"
197,"spotify:track:0RVWYiqpXx4yl4piv0MPLM","BBO","My God","BBO",163,163,6,"173407"
198,"spotify:track:3FskQrDXcY24ur2fCvz35O","Burna Boy","Ye","Bad Habit/On A Spaceship/Atlantic",58,-1,59,"173396"
199,"spotify:track:5py0k7P7CdVZede6kQkntr","Ayo Maff","Crazy Kid","OCEANSTREET CREATIVE LTD / EMPIRE",99,171,3,"173182"
200,"spotify:track:4RoKNqyZ9622tcAeNPNv5k","Burna Boy","City Boys","Spaceship/ Bad Habit/Atlantic Records",1,183,89,"172009"
