rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
161,"spotify:track:2HNG9q8rXbnijbPTwCMgsb","Atif Aslam, Roop Kumar Rathod, Mithoon, Naresh Sharma","Woh Lamhe Woh Baatein - From ""Zeher""","UME - Global Clearing House",77,177,14,"1416479"
162,"spotify:track:6bdpj89aYEBjhpsenXAsmO","A.R. Rahman, Arijit Singh","Enna Sona","Sony Music Entertainment India Pvt. Ltd.",34,178,150,"1410354"
163,"spotify:track:0xlWd9o8yjKpJ02WJy79kZ","Atif Aslam, Shreya Ghoshal","Tere Liye","Tips Industries Ltd",155,163,11,"1409635"
164,"spotify:track:3be9ACTxtcL6Zm4vJRUiPG","yung kai","blue","BMG Rights Management (US) LLC",16,142,32,"1400044"
165,"spotify:track:4chxJYv0qsOKQukt6cKp97","Mustafa Zahid","Toh Phir Aao","Vishesh Films Pvt Ltd.",155,197,8,"1392894"
166,"spotify:track:0NXnuTqFQHDsbEIoKIAVCN","Josh Brar, Kinza Hashmi","Tere Bina Na Guzara E","Times Music – Speed Records",19,166,40,"1384217"
167,"spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW","The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)","XO / Republic Records",98,-1,78,"1383997"
168,"spotify:track:3USxtqRwSYz57Ewm6wWRMp","Glass Animals","Heat Waves","Polydor Records",3,137,128,"1382711"
169,"spotify:track:7qchN9iUKSFijPsadG9m2w","Gajendra Verma","Tera Ghata","Virtual Planet Production Pvt. Ltd.",62,196,70,"1379517"
170,"spotify:track:5sUSbJo0brScvv48ZZ1HrQ","Atif Aslam, Jyotica Tangri","O Meri Laila","Zee Music Company",16,176,58,"1370657"
171,"spotify:track:1bxzr3JK05fMTcweGAZUHp","Shilpa Rao, Anirudh Ravichander, Ramajogayya Sastry","Chuttamalle (From ""Devara Part 1"")","T-Series",4,175,50,"1368520"
172,"spotify:track:7AsG1F1eMWd17RYan8M3Wm","AP Dhillon, Shinda Kahlon","Dil Nu","RUN-UP RECORDS",33,155,79,"1367228"
173,"spotify:track:3OLFqbd9ZeVjaUKTiaLsD6","Pritam, Javed Ali, Irshan Ashraf, Shadab","Tu Hi Haqeeqat","Sony Music Entertainment India Pvt. Ltd.",172,-1,14,"1363343"
174,"spotify:track:7m4CgL81VVIHaaiSxyH922","Yo Yo Honey Singh","Desi Kalakaar","T-Series",13,171,78,"1362601"
175,"spotify:track:2Z6HgNji9cNlFLNORw6wDQ","Mansheel Gujral, Akhil Sachdeva","Channa Ve - From ""Bhoot - Part One: The Haunted Ship""","Zee Music Company",33,187,78,"1362193"
176,"spotify:track:3xF15SqY32Mno3UUMBirhU","Vishal-Shekhar, Chinmayi, Shekhar Ravjiani","Zehnaseeb","Sony Music Entertainment India Pvt. Ltd.",167,167,2,"1354095"
177,"spotify:track:76ZWOhRRQzmb4xMoZzTjJ9","Yo Yo Honey Singh, Paradox","Payal","T-Series",14,180,34,"1350275"
178,"spotify:track:13wIQbwSuQ4YFvDvtQgSVc","Harris Jayaraj, Chinmayi, Unnikrishnan, Mega","Vaarayo Vaarayo","Think Music (India)",178,-1,1,"1336893"
179,"spotify:track:5PvwPy5eRO8BPwpRzCHK3D","Ankit Tiwari","Sunn Raha Hai (Male Version)","T-Series",140,-1,20,"1336496"
180,"spotify:track:73K33p4Vyz9koXGqmL5eFs","Sachet Tandon, Parampara Tandon, Kumaar, Sachet-Parampara","Malang Sajna","T-Series",4,-1,125,"1331638"
181,"spotify:track:5VrLz2NUTLbPzgjuVOjxUx","Atif Aslam, Jal, Mithoon","Aadat - From ""Kalyug""","Vishesh Films",131,189,9,"1331395"
182,"spotify:track:25Nxyrng0Z3jC5Q0hAibpw","Karan Aujla","Tauba Tauba (From ""Bad Newz"")","Saregama India Ltd",1,193,54,"1330280"
183,"spotify:track:0645eBDehHcqfiF15hscQV","Vishal Mishra, Rashmeet Kaur","Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"")","Netflix Music",5,174,106,"1329640"
184,"spotify:track:7yDHHVKLbvDmVw1XXhDDIO","Vishal Mishra, Raj Shekhar","Pehle Bhi Main","T-Series",1,188,85,"1328395"
185,"spotify:track:29m79w9xPMH4YCD6r8JSmV","AP Dhillon, Gurinder Gill, Intense","Excuses","RUN-UP RECORDS",1,182,195,"1327628"
186,"spotify:track:5vXDlXE3vNa3eA8E73jySm","Chinna, Cheema Y, Gur Sidhu","Convo","Collab Creations Ltd",186,-1,1,"1326862"
187,"spotify:track:25jtUwCQfXwnxENh8Bvoj4","Diljit Dosanjh, MixSingh, Raj Ranjodh","Water","Famous Studios",36,168,21,"1325851"
188,"spotify:track:0fAPcsD7qrEAfO2EH0ce4V","Shubh","Aura","SHUBH",57,150,23,"1324897"
189,"spotify:track:5UprhHX9Zdm0DeZzbPHbEN","Atif Aslam, Manoj Muntashir","Tere Sang Yaara","Zee Music Company",101,183,52,"1323875"
190,"spotify:track:2iZeKe5avjtKVmjfSFkpxd","Pritam, Rahat Fateh Ali Khan, Tulsi Kumar, Irshad Kamil","Tum Jo Aaye","T-Series",100,192,17,"1316175"
191,"spotify:track:0gRNu9dVzi5aC87AI1empZ","Monty Sharma, Shaan","Jab Se Tere Naina","Sony Music Entertainment India Pvt. Ltd.",151,151,3,"1310156"
192,"spotify:track:6t9KM2EQD4H2KbrTgHGYf3","Sachin-Jigar, Jasmine Sandlas, Amitabh Bhattacharya","Taras - From ""Munjya""","Zee Music Company",38,-1,47,"1309638"
193,"spotify:track:7G5wpuR61ABrT7R1snos7C","Pritam, Arijit Singh","Kalank - Title Track","Zee Music Company",5,185,283,"1308763"
194,"spotify:track:5cgKosPPj5Cs9a2JQufUc1","Pritam, Arijit Singh","Ilahi","T-Series",86,184,27,"1303464"
195,"spotify:track:4Lo6I7kkHWgAVRmdILLhig","Arijit Singh, Afsana Khan, Tanishk Bagchi, Irshad Kamil","Tu Hain Toh Main Hoon (From ""Sky Force"")","Saregama India Ltd",7,-1,23,"1302330"
196,"spotify:track:7eQoMQdE4JqngwYDOqLBU0","dox, JASKARAN, Rita Kim","Superstar","5.5 Records Under Exclusive License to AWAL",70,165,14,"1301828"
197,"spotify:track:0H2iJVgorRR0ZFgRqGUjUM","Pritam, Arijit Singh","Channa Mereya","Sony Music Entertainment India Pvt. Ltd.",58,-1,220,"1300001"
198,"spotify:track:15MvgPKHdoA44YNiCXbDfa","Pritam, Arijit Singh, Amitabh Bhattacharya","Qayde Se","T-Series",198,-1,1,"1299877"
199,"spotify:track:69Qzz3yyQSsA0T95jLDoPL","Gurnazar, Chet Singh","Dil Tu Jaan Tu","Jhankar Music",14,-1,48,"1298682"
200,"spotify:track:02zPo0Dt0R4TTFY5zLJZnK","Kalyanji-Anandji, Kishore Kumar","Neele Neele Ambar Par - Male Version","Sony Music India / 550 Music",179,179,2,"1288208"
